LocationName,LocationID,Latitude,Longitude,Year,Month,Day,ObservationType,Observation,Species,cultivar,descriptive,catagorical,numeral,location,freeze
Shirley Plantation,p0001,NA,NA,1825,August,12,labor,hauling,wheat,unspecified,bay field,manure,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,13,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,13,labor,hauling,wheat,unspecified,bay field,manure,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,14,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,14,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,15,weather,temperature,NA,NA,hotest day this year,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,15,labor,hauling,NA,NA,bay field,manure,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,16,weather,temperature,NA,NA,hotest day this year,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,16,labor,hauling,NA,NA,bay field,manure,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,weather,temperature,NA,NA,hotest summer ever known,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,human,health,humans,NA,ague and bilious fever,nearly all the children,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,human,health,humans,NA,one year old,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,human,health,humans,NA,ague and bilious fever,several,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,human,health,humans,NA,ague and bilious fever,several,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,labor,hauling,hay,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,17,weather,precipitation,NA,NA,very little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,18,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,18,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,18,labor,hauling,hay,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,18,operations,plowing,NA,NA,bay field,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,19,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,19,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,19,labor,hauling,hay,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,19,operations,plowing,NA,NA,bay field,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,20,weather,cloud cover,NA,NA,morning,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,20,weather,cloud cover,NA,NA,afternoon,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,21,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,22,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,22,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,22,operations,problem,NA,NA,clods,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,23,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,23,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,23,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,24,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,24,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,24,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,24,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,25,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,25,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,25,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,25,human,health,humans,NA,ague and bilious fever,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,26,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,26,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,26,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,27,weather,temperature,NA,NA,cooler,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,27,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,27,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,28,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,29,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,29,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,29,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,29,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,30,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,30,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,30,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,31,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,31,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,31,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,August,31,human,slavery,humans,John Washington,brought back,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,1,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,1,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,1,operations,problem,NA,NA,ground so hard can hardly plough,hard ground,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,1,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,1,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,2,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,2,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,2,labor,hauling,NA,NA,fodder,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,3,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,3,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,3,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,3,agriculture,harvesting,peas,NA,NA,began,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,4,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,4,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,5,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,5,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,5,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,5,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,6,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,6,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,6,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,6,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,7,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,7,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,7,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,8,weather,precipitation,NA,NA,all day and night,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,9,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,9,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,9,operations,fallowing,NA,NA,winter farm pen,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,9,operations,treating,NA,NA,winter farm pen,manuring,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,9,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,10,weather,temperature,NA,NA,cold for the season,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,10,operations,fallowing,NA,NA,winter farm pen,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,10,operations,treating,NA,NA,winter farm pen,manuring,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,10,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,11,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,11,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,12,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,12,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,12,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,12,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,12,operations,fallowing,NA,NA,winter farm pen,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,13,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,13,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,13,operations,fallowing,NA,NA,winter farm pen,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,14,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,14,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,14,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,15,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,15,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,15,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,16,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,16,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,16,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,17,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,17,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,18,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,18,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,18,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,18,livestock,health,cows,NA,death,unknown cause,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,19,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,19,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,19,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,19,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,20,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,20,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,20,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,20,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,21,weather,temperature,NA,NA,NA,excessively hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,21,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,21,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,21,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,22,weather,temperature,NA,NA,hottest for the season,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,22,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,22,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,22,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,23,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,23,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,23,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,24,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,24,operations,fallowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,25,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,25,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,26,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,27,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,27,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,28,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,28,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,28,agriculture,sowing,wheat,purple straw,NA,began,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,29,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,29,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,29,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,29,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,30,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,30,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,30,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,30,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,September,30,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,1,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,1,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,1,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,2,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,2,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,3,weather,precipitation,NA,NA,off and on,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,3,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,4,weather,precipitation,NA,NA,very little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,4,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,5,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,5,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,5,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,6,weather,temperature,NA,NA,NA,very hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,6,operations,treating,NA,NA,breaking clogs,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,6,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,7,weather,temperature,NA,NA,hotest weather for october ever felt,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,7,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,8,weather,temperature,NA,NA,NA,excessively hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,8,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,8,livestock,health,mules,NA,death,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,9,weather,smokey,NA,NA,NA,smokey,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,9,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,10,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,10,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,10,agriculture,sowing,wheat,white may,NA,began,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,11,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,11,weather,precipitation,NA,NA,april showeres,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,11,agriculture,harvesting,corn,NA,NA,began,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,12,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,12,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,12,operations,plowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,12,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,13,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,13,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,13,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,13,operations,plowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,13,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,14,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,14,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,14,operations,plowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,14,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,15,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,15,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,15,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,16,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,16,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,16,livestock,health,cows,NA,bladder infection,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,17,weather,temperature,NA,NA,very sudden,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,17,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,18,weather,temperature,NA,NA,coldest and most sudden change ever known,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,18,weather,windy,NA,NA,nw,nw,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,18,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,18,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,19,weather,temperature,NA,NA,NA,smart frost,,NA,freeze
Shirley Plantation,p0001,NA,NA,1825,October,19,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,19,weather,windy,NA,NA,NA,windy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,19,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,20,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,20,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,20,weather,temperature,NA,NA,NA,frost,,NA,freeze
Shirley Plantation,p0001,NA,NA,1825,October,20,livestock,health,cows,NA,distemper,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,21,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,21,weather,hydrology,NA,NA,NA,very dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,21,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,21,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,22,weather,hydrology,NA,NA,NA,excessively dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,22,agriculture,sowing,wheat,white may,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,22,agriculture,sowing,wheat,purple straw,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,23,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,23,weather,hydrology,NA,NA,NA,too dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,24,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,24,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,24,livestock,feeding,pigs,NA,NA,began fattening,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,25,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,25,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,25,operations,clearing,wheat,unspecified,quarter hill,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,26,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,26,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,26,operations,clearing,wheat,unspecified,quarter hill,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,27,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,27,operations,clearing,wheat,unspecified,quarter hill,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,28,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,28,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,28,agriculture,sowing,wheat,unspecified,slash,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,28,livestock,feeding,cows,NA,feeding hay,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,29,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,29,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,29,livestock,feeding,sheep,NA,NA,fattening,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,30,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,30,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,October,31,agriculture,problem,wheat,unspecified,fly,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,1,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,1,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,2,weather,temperature,NA,NA,NA,indian summer,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,2,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,3,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,3,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,3,agriculture,replanting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,3,agriculture,harvesting,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,4,weather,temperature,NA,NA,NA,indian summer,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,4,agriculture,sowing,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,4,agriculture,replanting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,5,weather,cloud cover,NA,NA,morning,fog,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,5,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,5,operations,plowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,6,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,6,weather,temperature,NA,NA,NA,indian summer,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,7,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,7,operations,plowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,7,agriculture,harvesting,cotton,NA,pounds delivered,NA,2805,NA,
